Indicator Name,Year,Value
"Labor force participation rate for ages 15-24, total (%) (national estimate)",1998,-1.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",1998,40.985
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",1998,-1.0
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",1998,42.255
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",1998,85.688
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",1998,-1.0
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",1998,86.762
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",1998,62.877
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1998,-1.0
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",1998,64.128
Labor force with advanced education (% of total working-age population with advanced education),1998,-1.0
"Labor force with advanced education, female (% of female working-age population with advanced education)",1998,-1.0
"Labor force with advanced education, male (% of male working-age population with advanced education)",1998,-1.0
Labor force with basic education (% of total working-age population with basic education),1998,-1.0
"Labor force with basic education, female (% of female working-age population with basic education)",1998,-1.0
"Labor force with basic education, male (% of male working-age population with basic education)",1998,-1.0
Labor force with intermediate education (% of total working-age population with intermediate education),1998,-1.0
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",1998,-1.0
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",1998,-1.0
"Labor force, female (% of total labor force)",1998,33.2617739135805
"Labor force, total",1998,3885815.0
Labor tax and contributions (% of commercial profits),1998,-1.0
Land area (sq. km),1998,107160.0
Land area where elevation is below 5 meters (% of total land area),1998,-1.0
Land under cereal production (hectares),1998,692565.0
"Lead time to export, median case (days)",1998,-1.0
"Lead time to import, median case (days)",1998,-1.0
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),1998,-1.0
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),1998,-1.0
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),1998,-1.0
Lending interest rate (%),1998,16.5641666666667
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,1998,-1.0
"Life expectancy at birth, female (years)",1998,69.736
"Life expectancy at birth, male (years)",1998,62.713
"Life expectancy at birth, total (years)",1998,66.114
Lifetime risk of maternal death (%),1998,-1.0
Lifetime risk of maternal death (1 in: rate varies by country),1998,-1.0
Liner shipping connectivity index (maximum value in 2004 = 100),1998,-1.0
"Listed domestic companies, total",1998,-1.0
"Literacy rate, adult female (% of females ages 15 and above)",1998,-1.0
"Literacy rate, adult male (% of males ages 15 and above)",1998,-1.0
"Literacy rate, adult total (% of people ages 15 and above)",1998,-1.0
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",1998,-1.0
"Literacy rate, youth female (% of females ages 15-24)",1998,-1.0
"Literacy rate, youth male (% of males ages 15-24)",1998,-1.0
"Literacy rate, youth total (% of people ages 15-24)",1998,-1.0
Livestock production index (2014-2016 = 100),1998,40.05
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),1998,-1.0
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),1998,-1.0
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),1998,-1.0
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),1998,-1.0
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),1998,-1.0
Logistics performance index: Overall (1=low to 5=high),1998,-1.0
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),1998,-1.0
Losses due to theft and vandalism (% of annual sales for affected firms),1998,-1.0
Low-birthweight babies (% of births),1998,-1.0
"Lower secondary completion rate, female (% of relevant age group)",1998,-1.0
"Lower secondary completion rate, male (% of relevant age group)",1998,-1.0
"Lower secondary completion rate, total (% of relevant age group)",1998,-1.0
Lower secondary school starting age (years),1998,13.0
Machinery and transport equipment (% of value added in manufacturing),1998,-1.0
Male primary school age children out-of-school (%),1998,-1.0
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,1998,-1.0
"Mammal species, threatened",1998,-1.0
Manufactures exports (% of merchandise exports),1998,32.8131871909473
Manufactures imports (% of merchandise imports),1998,76.8743173735074
"Manufacturing, value added (% of GDP)",1998,13.5673608313792
"Manufacturing, value added (annual % growth)",1998,3.62811806183278
"Manufacturing, value added (constant 2015 US$)",1998,5736466219.64884
"Manufacturing, value added (constant LCU)",1998,41439653000.0
"Manufacturing, value added (current LCU)",1998,16826584700.0
"Manufacturing, value added (current US$)",1998,2631456383.71075
Marine protected areas (% of territorial waters),1998,-1.0
Market capitalization of listed domestic companies (% of GDP),1998,-1.0
Market capitalization of listed domestic companies (current US$),1998,-1.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1998,-1.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",1998,173.0
Medium and high-tech exports (% manufactured exports),1998,26.7927871015992
Medium and high-tech manufacturing value added (% manufacturing value added),1998,22.4026445656877
Merchandise exports (current US$),1998,2563000000.0
Merchandise exports by the reporting economy (current US$),1998,3851956349.0
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1998,3.02738277100048
Merchandise exports to economies in the Arab World (% of total merchandise exports),1998,1.19413865425142
Merchandise exports to high-income economies (% of total merchandise exports),1998,74.9506353987767
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),1998,0.0189111713005032
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),1998,2.14700360875107
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),1998,19.4279970508539
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),1998,0.111349293878008
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),1998,0.0673827041283536
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),1998,0.249338001310985
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),1998,2.59398477936892
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),1998,19.4279970508539
Merchandise imports (current US$),1998,4651000000.0
Merchandise imports by the reporting economy (current US$),1998,5564732454.0
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1998,6.56839894561566
Merchandise imports from economies in the Arab World (% of total merchandise imports),1998,0.00143805329620974
Merchandise imports from high-income economies (% of total merchandise imports),1998,64.3661675213563
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),1998,2.32765143786731
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),1998,0.75679289791782
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),1998,25.4901881550811
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),1998,0.00143805329620974
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),1998,0.453188197608179
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),1998,0.0361747912574846
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),1998,3.57524537794701
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),1998,25.4901881550811
Merchandise trade (% of GDP),1998,37.1942098844715
Methane emissions (% change from 1990),1998,332.350985855613
Methane emissions (kt of CO2 equivalent),1998,5683.836406
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),1998,921.556
Methodology assessment of statistical capacity (scale 0 - 100),1998,-1.0
Military expenditure (% of GDP),1998,0.720839850994178
Military expenditure (% of general government expenditure),1998,5.7614229554682
Military expenditure (current LCU),1998,894000000.0
Military expenditure (current USD),1998,139804367.713636
Mineral rents (% of GDP),1998,0.000822234611916605
Mobile cellular subscriptions,1998,111445.0
Mobile cellular subscriptions (per 100 people),1998,0.996465318
Monetary Sector credit to private sector (% GDP),1998,20.5466693657461
"Mortality caused by road traffic injury (per 100,000 population)",1998,-1.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1998,-1.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1998,-1.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1998,-1.0
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",1998,-1.0
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",1998,-1.0
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",1998,-1.0
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",1998,-1.0
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",1998,-1.0
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",1998,-1.0
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",1998,-1.0
"Mortality rate, adult, female (per 1,000 female adults)",1998,165.196
"Mortality rate, adult, male (per 1,000 male adults)",1998,297.976
"Mortality rate, infant (per 1,000 live births)",1998,44.0
"Mortality rate, infant, female (per 1,000 live births)",1998,39.2
"Mortality rate, infant, male (per 1,000 live births)",1998,48.7
"Mortality rate, neonatal (per 1,000 live births)",1998,22.5
"Mortality rate, under-5 (per 1,000 live births)",1998,56.6
"Mortality rate, under-5, female (per 1,000 live births)",1998,51.8
"Mortality rate, under-5, male (per 1,000 live births)",1998,61.2
Multidimensional poverty headcount ratio (% of total population),1998,-1.0
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",1998,-1.0
"Multidimensional poverty headcount ratio, female (% of female population)",1998,-1.0
"Multidimensional poverty headcount ratio, household (% of total households)",1998,-1.0
"Multidimensional poverty headcount ratio, male (% of male population)",1998,-1.0
Multidimensional poverty index (scale 0-1),1998,-1.0
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",1998,-1.0
Multidimensional poverty intensity (average share of deprivations experienced by the poor),1998,-1.0
Multilateral debt service (% of public and publicly guaranteed debt service),1998,46.8105738052869
"Multilateral debt service (TDS, current US$)",1998,137867586.9
Natural gas rents (% of GDP),1998,0.0
Net acquisition of financial assets (% of GDP),1998,-1.0
Net acquisition of financial assets (current LCU),1998,-1.0
Net barter terms of trade index (2015 = 100),1998,132.1128363707
"Net bilateral aid flows from DAC donors, Australia (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Austria (current US$)",1998,6070000.17166138
"Net bilateral aid flows from DAC donors, Belgium (current US$)",1998,2920000.07629395
"Net bilateral aid flows from DAC donors, Canada (current US$)",1998,4050000.19073486
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Denmark (current US$)",1998,6940000.05722046
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",1998,33040000.9155273
"Net bilateral aid flows from DAC donors, Finland (current US$)",1998,239999.994635582
"Net bilateral aid flows from DAC donors, France (current US$)",1998,3410000.08583069
"Net bilateral aid flows from DAC donors, Germany (current US$)",1998,24200000.7629395
"Net bilateral aid flows from DAC donors, Greece (current US$)",1998,29999.9993294477
"Net bilateral aid flows from DAC donors, Hungary (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Iceland (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Ireland (current US$)",1998,379999.995231628
"Net bilateral aid flows from DAC donors, Italy (current US$)",1998,-1710000.03814697
"Net bilateral aid flows from DAC donors, Japan (current US$)",1998,36509998.3215332
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",1998,439999.997615814
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",1998,419999.986886978
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",1998,21350000.3814697
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",1998,9999.99977648258
"Net bilateral aid flows from DAC donors, Norway (current US$)",1998,11489999.7711182
"Net bilateral aid flows from DAC donors, Poland (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Portugal (current US$)",1998,39999.9991059303
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",1998,-1.0
"Net bilateral aid flows from DAC donors, Spain (current US$)",1998,17709999.0844727
"Net bilateral aid flows from DAC donors, Sweden (current US$)",1998,11159999.8474121
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",1998,2990000.00953674
"Net bilateral aid flows from DAC donors, Total (current US$)",1998,215139998.853207
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",1998,400000.005960464
"Net bilateral aid flows from DAC donors, United States (current US$)",1998,33049999.2370605
"Net capital account (BoP, current US$)",1998,71000000.0
Net domestic credit (current LCU),1998,30799000000.0
"Net errors and omissions (BoP, current US$)",1998,67400000.0
"Net financial account (BoP, current US$)",1998,-900700000.0
"Net financial flows, bilateral (NFL, current US$)",1998,-16245660.4
"Net financial flows, IBRD (NFL, current US$)",1998,13779000.0
"Net financial flows, IDA (NFL, current US$)",1998,-1.0
"Net financial flows, IMF concessional (NFL, current US$)",1998,-1.0
"Net financial flows, IMF nonconcessional (NFL, current US$)",1998,-1.0
"Net financial flows, multilateral (NFL, current US$)",1998,133502000.0
"Net financial flows, others (NFL, current US$)",1998,17872213.6
"Net financial flows, RDB concessional (NFL, current US$)",1998,1993000.0
"Net financial flows, RDB nonconcessional (NFL, current US$)",1998,99858000.0
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",1998,-14812000.0
Net foreign assets (current LCU),1998,3145677145.72047
"Net incurrence of liabilities, total (% of GDP)",1998,-1.0
"Net incurrence of liabilities, total (current LCU)",1998,-1.0
Net intake rate in grade 1 (% of official school-age population),1998,-1.0
"Net intake rate in grade 1, female (% of official school-age population)",1998,-1.0
"Net intake rate in grade 1, male (% of official school-age population)",1998,-1.0
Net investment in nonfinancial assets (% of GDP),1998,1.43257837321724
Net investment in nonfinancial assets (current LCU),1998,1776720000.0
Net lending (+) / net borrowing (-) (% of GDP),1998,-1.23920222433127
Net lending (+) / net borrowing (-) (current LCU),1998,-1536890000.0
Net migration,1998,-44059.0
Net ODA provided to the least developed countries (% of GNI),1998,-1.0
"Net ODA provided, to the least developed countries (current US$)",1998,-1.0
"Net ODA provided, total (% of GNI)",1998,-1.0
"Net ODA provided, total (constant 2020 US$)",1998,-1.0
"Net ODA provided, total (current US$)",1998,-1.0
Net ODA received (% of central government expense),1998,12.6134632317522
Net ODA received (% of GNI),1998,1.19869085303238
Net ODA received (% of gross capital formation),1998,6.82553889463627
"Net ODA received (% of imports of goods, services and primary income)",1998,4.32664474666766
Net ODA received per capita (current US$),1998,20.8478644754002
Net official aid received (constant 2020 US$),1998,-1.0
Net official aid received (current US$),1998,-1.0
Net official development assistance and official aid received (constant 2020 US$),1998,324769989.013672
Net official development assistance and official aid received (current US$),1998,230289993.286133
Net official development assistance received (constant 2020 US$),1998,324769989.013672
Net official development assistance received (current US$),1998,230289993.286133
"Net official flows from UN agencies, FAO (current US$)",1998,-1.0
"Net official flows from UN agencies, IAEA (current US$)",1998,-1.0
"Net official flows from UN agencies, IFAD (current US$)",1998,230000.004172325
"Net official flows from UN agencies, ILO (current US$)",1998,-1.0
"Net official flows from UN agencies, UNAIDS (current US$)",1998,-1.0
"Net official flows from UN agencies, UNDP (current US$)",1998,4429999.82833862
"Net official flows from UN agencies, UNECE (current US$)",1998,-1.0
"Net official flows from UN agencies, UNEP (current US$)",1998,-1.0
"Net official flows from UN agencies, UNFPA (current US$)",1998,540000.021457672
"Net official flows from UN agencies, UNHCR (current US$)",1998,140000.000596046
"Net official flows from UN agencies, UNICEF (current US$)",1998,1779999.97138977
"Net official flows from UN agencies, UNIDIR (current US$)",1998,-1.0
"Net official flows from UN agencies, UNPBF (current US$)",1998,-1.0
"Net official flows from UN agencies, UNRWA (current US$)",1998,-1.0
"Net official flows from UN agencies, UNTA (current US$)",1998,649999.976158142
"Net official flows from UN agencies, UNWTO (current US$)",1998,-1.0
"Net official flows from UN agencies, WFP (current US$)",1998,4239999.77111816
"Net official flows from UN agencies, WHO (current US$)",1998,-1.0
"Net primary income (BoP, current US$)",1998,-183700000.0
Net primary income (Net income from abroad) (constant LCU),1998,-1.0
Net primary income (Net income from abroad) (current LCU),1998,-1174651300.0
Net primary income (Net income from abroad) (current US$),1998,-183700003.127737
"Net secondary income (BoP, current US$)",1998,705300000.0
Net secondary income (Net current transfers from abroad) (constant LCU),1998,-1.0
Net secondary income (Net current transfers from abroad) (current LCU),1998,4509970300.0
Net secondary income (Net current transfers from abroad) (current US$),1998,705299996.872263
"Net trade in goods (BoP, current US$)",1998,-1693800000.0
"Net trade in goods and services (BoP, current US$)",1998,-1560700000.0
"New business density (new registrations per 1,000 people ages 15-64)",1998,-1.0
New businesses registered (number),1998,-1.0
Newborns protected against tetanus (%),1998,59.0
Nitrous oxide emissions (% change from 1990),1998,574.159509324426
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),1998,2806.472663
Nitrous oxide emissions in energy sector (% of total),1998,14.9501661129568
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),1998,246.5
Number of deaths ages 10-14 years,1998,938.0
Number of deaths ages 15-19 years,1998,1761.0
Number of deaths ages 20-24 years,1998,2411.0
Number of deaths ages 5-9 years,1998,1301.0
Number of infant deaths,1998,17415.0
Number of maternal deaths,1998,-1.0
Number of neonatal deaths,1998,9026.0
"Number of surgical procedures (per 100,000 population)",1998,-1.0
Number of under-five deaths,1998,22248.0
Number of visits or required meetings with tax officials (average for affected firms),1998,-1.0
"Nurses and midwives (per 1,000 people)",1998,-1.0
"Official exchange rate (LCU per US$, period average)",1998,6.39465333333333
Oil rents (% of GDP),1998,0.31390362110712
Ores and metals exports (% of merchandise exports),1998,0.521287729196173
Ores and metals imports (% of merchandise imports),1998,1.30646202097878
Other expense (% of expense),1998,1.19430625222706
Other expense (current LCU),1998,139430000.0
Other greenhouse gas emissions (% change from 1990),1998,1017.57877911402
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",1998,-235.385559082029
Other manufacturing (% of value added in manufacturing),1998,-1.0
Other taxes (% of revenue),1998,1.96728493863303
Other taxes (current LCU),1998,234390000.0
Other taxes payable by businesses (% of commercial profits),1998,-1.0
Out-of-pocket expenditure (% of current health expenditure),1998,-1.0
Out-of-pocket expenditure per capita (current US$),1998,-1.0
"Out-of-pocket expenditure per capita, PPP (current international $)",1998,-1.0
"Over-age students, primary (% of enrollment)",1998,-1.0
"Over-age students, primary, female (% of female enrollment)",1998,-1.0
"Over-age students, primary, male (% of male enrollment)",1998,-1.0
"Part time employment, female (% of total female employment)",1998,-1.0
"Part time employment, male (% of total male employment)",1998,-1.0
"Part time employment, total (% of total employment)",1998,-1.0
"Patent applications, nonresidents",1998,218.0
"Patent applications, residents",1998,26.0
People practicing open defecation (% of population),1998,-1.0
"People practicing open defecation, rural (% of rural population)",1998,-1.0
"People practicing open defecation, urban (% of urban population)",1998,-1.0
People using at least basic drinking water services (% of population),1998,-1.0
"People using at least basic drinking water services, rural (% of rural population)",1998,-1.0
"People using at least basic drinking water services, urban (% of urban population)",1998,-1.0
People using at least basic sanitation services (% of population),1998,-1.0
"People using at least basic sanitation services, rural (% of rural population)",1998,-1.0
"People using at least basic sanitation services, urban (% of urban population)",1998,-1.0
People using safely managed drinking water services (% of population),1998,-1.0
"People using safely managed drinking water services, rural (% of rural population)",1998,-1.0
"People using safely managed drinking water services, urban (% of urban population)",1998,-1.0
People using safely managed sanitation services (% of population),1998,-1.0
"People using safely managed sanitation services, rural (% of rural population)",1998,-1.0
"People using safely managed sanitation services, urban (% of urban population)",1998,-1.0
People with basic handwashing facilities including soap and water (% of population),1998,-1.0
"People with basic handwashing facilities including soap and water, rural (% of rural population)",1998,-1.0
"People with basic handwashing facilities including soap and water, urban (% of urban population)",1998,-1.0
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),1998,-1.0
Permanent cropland (% of land area),1998,5.32848077640911
"Persistence to grade 5, female (% of cohort)",1998,-1.0
"Persistence to grade 5, male (% of cohort)",1998,-1.0
"Persistence to grade 5, total (% of cohort)",1998,-1.0
"Persistence to last grade of primary, female (% of cohort)",1998,-1.0
"Persistence to last grade of primary, male (% of cohort)",1998,-1.0
"Persistence to last grade of primary, total (% of cohort)",1998,-1.0
"Personal remittances, paid (current US$)",1998,33300000.0
"Personal remittances, received (% of GDP)",1998,2.35363970228184
"Personal remittances, received (current US$)",1998,456500000.0
"Personal transfers, receipts (BoP, current US$)",1998,456500000.0
PFC gas emissions (thousand metric tons of CO2 equivalent),1998,-1.0
"Physicians (per 1,000 people)",1998,-1.0
"Plant species (higher), threatened",1998,-1.0
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",1998,-1.0
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",1998,-1.0
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",1998,-1.0
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",1998,-1.0
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",1998,-1.0
"PNG, bonds (NFL, current US$)",1998,-1.0
"PNG, commercial banks and other creditors (NFL, current US$)",1998,-14812000.0
Political Stability and Absence of Violence/Terrorism: Estimate,1998,-0.669719815254211
Political Stability and Absence of Violence/Terrorism: Number of Sources,1998,4.0
Political Stability and Absence of Violence/Terrorism: Percentile Rank,1998,24.4680843353271
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",1998,11.702127456665
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",1998,41.4893608093262
Political Stability and Absence of Violence/Terrorism: Standard Error,1998,0.345668405294418
"Population ages 00-04, female (% of female population)",1998,16.099841224428
"Population ages 00-04, male (% of male population)",1998,16.7017263382277
Population ages 0-14 (% of total population),1998,44.0529925141044
"Population ages 0-14, female",1998,2399237.0
"Population ages 0-14, female (% of female population)",1998,43.2076418603662
"Population ages 0-14, male",1998,2466951.0
"Population ages 0-14, male (% of male population)",1998,44.9074838195121
"Population ages 0-14, total",1998,4866188.0
"Population ages 05-09, female (% of female population)",1998,14.4547847138247
"Population ages 05-09, male (% of male population)",1998,15.0185744341998
"Population ages 10-14, female (% of female population)",1998,12.6530159221136
"Population ages 10-14, male (% of male population)",1998,13.1871830470846
"Population ages 15-19, female (% of female population)",1998,11.128074959359
"Population ages 15-19, male (% of male population)",1998,11.4381189605221
Population ages 15-64 (% of total population),1998,52.1574619887773
"Population ages 15-64, female",1998,2929979.0
"Population ages 15-64, female (% of female population)",1998,52.7657125161628
"Population ages 15-64, male",1998,2831447.0
"Population ages 15-64, male (% of male population)",1998,51.5426345383432
"Population ages 15-64, total",1998,5761425.0
"Population ages 20-24, female (% of female population)",1998,9.16484476003705
"Population ages 20-24, male (% of male population)",1998,9.13273879322093
"Population ages 25-29, female (% of female population)",1998,7.33563953525084
"Population ages 25-29, male (% of male population)",1998,7.01352548190867
"Population ages 30-34, female (% of female population)",1998,6.09328938642264
"Population ages 30-34, male (% of male population)",1998,5.61240616144062
"Population ages 35-39, female (% of female population)",1998,5.12420966842115
"Population ages 35-39, male (% of male population)",1998,4.66909423428419
"Population ages 40-44, female (% of female population)",1998,4.28078614585528
"Population ages 40-44, male (% of male population)",1998,4.07619922955023
"Population ages 45-49, female (% of female population)",1998,3.41035307798982
"Population ages 45-49, male (% of male population)",1998,3.29939377333041
"Population ages 50-54, female (% of female population)",1998,2.62182910206024
"Population ages 50-54, male (% of male population)",1998,2.56268219792138
"Population ages 55-59, female (% of female population)",1998,1.96472430653637
"Population ages 55-59, male (% of male population)",1998,2.03381154725343
"Population ages 60-64, female (% of female population)",1998,1.64196157423049
"Population ages 60-64, male (% of male population)",1998,1.70466415891129
Population ages 65 and above (% of total population),1998,3.78954549711833
"Population ages 65 and above, female",1998,223592.0
"Population ages 65 and above, female (% of female population)",1998,4.02664562347093
"Population ages 65 and above, male",1998,195009.0
"Population ages 65 and above, male (% of male population)",1998,3.54988164214467
"Population ages 65 and above, total",1998,418601.0
"Population ages 65-69, female (% of female population)",1998,1.57087586610416
"Population ages 65-69, male (% of male population)",1998,1.4210044470047
"Population ages 70-74, female (% of female population)",1998,1.192884527835
"Population ages 70-74, male (% of male population)",1998,1.06364750754502
"Population ages 75-79, female (% of female population)",1998,0.705752214947244
"Population ages 75-79, male (% of male population)",1998,0.62588705463879
"Population ages 80 and above, female (% of female population)",1998,0.557133014584532
"Population ages 80 and above, male (% of male population)",1998,0.439342632956163
Population density (people per sq. km of land area),1998,103.081513624487
Population growth (annual %),1998,2.36198748317176
Population in largest city,1998,1837156.0
Population in the largest city (% of urban population),1998,37.2411911385249
Population in urban agglomerations of more than 1 million,1998,1837156.0
Population in urban agglomerations of more than 1 million (% of total population),1998,16.63154302175
Population living in areas where elevation is below 5 meters (% of total population),1998,-1.0
Population living in slums (% of urban population),1998,-1.0
"Population, female",1998,5552808.0
"Population, female (% of total population)",1998,50.2688744095153
"Population, male",1998,5493408.0
"Population, male (% of total population)",1998,49.7311345318039
"Population, total",1998,11046215.0
"Portfolio equity, net inflows (BoP, current US$)",1998,-1.0
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",1998,-30576000.0
"Portfolio investment, net (BoP, current US$)",1998,-54200000.0
Poverty gap at $2.15 a day (2017 PPP) (%),1998,5.3
Poverty gap at $3.65 a day (2017 PPP) (%),1998,12.1
Poverty gap at $6.85 a day (2017 PPP) (%),1998,26.7
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1998,14.0
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),1998,29.4
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),1998,55.3
Poverty headcount ratio at national poverty lines (% of population),1998,-1.0
Power outages in firms in a typical month (number),1998,-1.0
"PPG, bonds (NFL, current US$)",1998,-30576000.0
"PPG, commercial banks (NFL, current US$)",1998,-5582000.0
"PPG, IBRD (DOD, current US$)",1998,202910000.0
"PPG, IDA (DOD, current US$)",1998,-1.0
"PPG, official creditors (NFL, US$)",1998,117256553.2
"PPG, other private creditors (NFL, current US$)",1998,-3198000.0
"PPG, private creditors (NFL, US$)",1998,-39356000.0
"PPP conversion factor, GDP (LCU per international $)",1998,2.20151078343704
"PPP conversion factor, private consumption (LCU per international $)",1998,2.3519445749389
Pregnant women receiving prenatal care (%),1998,-1.0
"Preprimary education, duration (years)",1998,-1.0
"Present value of external debt (% of exports of goods, services and primary income)",1998,-1.0
Present value of external debt (% of GNI),1998,-1.0
Present value of external debt (current US$),1998,-1.0
Prevalence of anemia among children (% of children ages 6-59 months),1998,-1.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1998,-1.0
Prevalence of anemia among pregnant women (%),1998,-1.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1998,-1.0
Prevalence of current tobacco use (% of adults),1998,-1.0
"Prevalence of current tobacco use, females (% of female adults)",1998,-1.0
"Prevalence of current tobacco use, males (% of male adults)",1998,-1.0
"Prevalence of HIV, female (% ages 15-24)",1998,0.2
"Prevalence of HIV, male (% ages 15-24)",1998,0.3
"Prevalence of HIV, total (% of population ages 15-49)",1998,0.5
Prevalence of moderate or severe food insecurity in the population (%),1998,-1.0
"Prevalence of overweight (modeled estimate, % of children under 5)",1998,-1.0
"Prevalence of overweight, weight for height (% of children under 5)",1998,-1.0
"Prevalence of overweight, weight for height, female (% of children under 5)",1998,-1.0
"Prevalence of overweight, weight for height, male (% of children under 5)",1998,-1.0
Prevalence of severe food insecurity in the population (%),1998,-1.0
"Prevalence of severe wasting, weight for height (% of children under 5)",1998,-1.0
